CLASS,mAP,mAR,mFAP,mFAR,mAAP,mAAR,ATE,ASE,AOE,AVE,AAE,ADE,FDE,MR,mAP_MR
car,0.6154636804641663,0.8138655721515862,0.39828174415030165,0.6791445500555487,0.48312556754751373,0.7297313382827517,0.22194761528413182,0.1731252354524553,0.15385327831352058,0.29528581776631413,0.13389141583343306,0.9428466256981494,1.946548402411536,0.16281185861673575,0.4067613171446071
pedestrian,0.5632112615714034,0.8996293128029655,0.3442455192773791,0.7505346449957229,0.45870922235491135,0.8290459896533464,0.16665248575581929,0.29620405002796335,0.3486877458702695,0.21867330117245223,0.10108353501052876,0.5041896612599233,0.9280134816335532,0.16728448092851908,0.37574296487600073
