CLASS,mAP,mAR,mFAP,mFAR,mAAP,mAAR,ATE,ASE,AOE,AVE,AAE,ADE,FDE,MR,mAP_MR
static_car,0.7598728443523097,0.888206373068487,0.722044810504351,0.8681272642137172,0.741345703487924,0.8776655670524118,0.19777000091955796,0.16765004657988813,0.17323508167065352,0.07386362773725566,0.21352008921994403,0.2889227428698261,0.6121180077063617,0.010597136311606789,0.7074586337762016
static_pedestrian,0.45243079387463514,0.860435634435865,0.44116157828367764,0.8566901002650686,0.4458850167521743,0.8579742834093417,0.35127955448016274,0.30799171554148314,0.8494587108819279,0.12160328475049015,0.25966594695683864,0.6706136482471522,2.277765735278273,0.0343788494861495,0.4095019946408473
moving_car,0.05722376869413886,0.3696454355847907,0.012388693660091146,0.27430611262634363,0.02317903743891667,0.2878228782287823,1.0058855308477634,0.1870892579695705,0.15310313102671938,1.8167442125254412,0.19132040627885502,5.848248459082594,10.996293566252538,0.873042196425281,0.0
moving_pedestrian,0.4038419997442904,0.9152499494029549,0.28418826563990973,0.8018788369425893,0.32786160577082607,0.8314732895789362,0.5862089163341064,0.2801788455529059,0.25841097664536344,0.2894283645787547,0.09011145098614538,1.2078526183768044,2.758226681933916,0.15235002955694707,0.1966629288058167
