CLASS,mAP,mAR,mFAP,mFAR,mAAP,mAAR,ATE,ASE,AOE,AVE,AAE,ADE,FDE,MR,mAP_MR
static_car,0.7545529887108123,0.8841647954700771,0.7288850754425273,0.8716501513228546,0.7434040629984607,0.8780813726447331,0.1644244207423751,0.15939003202733126,0.07600613218870175,0.06665691549933773,0.19586757270829686,0.20382726201751467,0.3401256462500459,0.007903100968578318,0.7188147075493421
static_pedestrian,0.4532010601162354,0.8592967559329414,0.44480809549210204,0.8566840844763771,0.44858978219632006,0.8580176355323317,0.26770214175280554,0.29915248587866283,0.7670158238346829,0.08899330452667524,0.2027984904449276,0.5349232759265222,1.9907611094279554,0.009986452043385927,0.395024359683074
moving_car,0.055279985639923666,0.3663739541048795,0.017136663980007485,0.30138348107033386,0.03168262613886566,0.31931311170810794,0.7667759496409707,0.18230358016964818,0.1360676219169176,1.7207114904268688,0.40977830844017904,3.9594956801648307,10.63124032765284,0.9102755466707602,0.0
moving_pedestrian,0.40122565442918456,0.9177378789995807,0.32354158472257516,0.8528713147967025,0.38001555326509007,0.8934335016666999,0.6173563949740865,0.2757402762275617,0.3001550032776673,0.28513021785944564,0.13474523338757594,1.0102557280076077,2.881591107053805,0.16011997229494834,0.24250103620239322
