CLASS,mAP,mAR,mFAP,mFAR,mAAP,mAAR,ATE,ASE,AOE,AVE,AAE,ADE,FDE,MR,mAP_MR
car,0.6089035303719367,0.7660954320079935,0.5503973826842881,0.728149802990027,0.5726891669386365,0.7386911158332459,0.2437064782816199,0.17399793702327246,0.25903314688731865,0.12782458314136078,0.23309122939312782,0.5109611984912263,1.246370238448782,0.03820775656336164,0.5162260315241838
pedestrian,0.4326584850997549,0.8935531914893617,0.3378908489136724,0.8206170212765957,0.37347344842002456,0.8398206686930091,0.46688404825297974,0.2899786361285617,0.4637205968461078,0.21883641079702884,0.14450979692257754,1.0455161717716182,3.013143139036304,0.10134083263947762,0.26820591297896595
