CLASS,mAP,mAR,mFAP,mFAR,mAAP,mAAR,ATE,ASE,AOE,AVE,AAE,ADE,FDE,MR,mAP_MR
car,0.8789556416539754,0.9391008886565603,0.7475545104603428,0.8736278097229482,0.7928379713107895,0.8955455156448361,0.19283689192395362,0.17322614088220678,0.14569477948497953,0.11082509409390351,0.07144102627973596,0.47491554878943826,0.7008250502604856,0.06621363411292601,0.7454156437218152
pedestrian,0.8978881038671975,0.9833645735707591,0.5384888351557555,0.7804592314901593,0.6594316376834714,0.8517204445039497,0.1354740437268569,0.24318811449368125,0.2778208463062059,0.1869919368118906,0.11433892355694233,0.6173509026106694,0.9199133766137352,0.07497659906396255,0.5055386051705
